OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
20816,8982,68,05250,1025,052501025,AURORA AVE N BETWEEN N 103RD S ST AND N 103RD N ST,AURORA AVE N,AURORA AVE N,N 103RD S ST,N 103RD N ST,1,Principal Arterial,WSDOT,INSVC,10200,30,N,N, , ,132,0,,,,,AURORA AVE N AND N 103RD S ST,N,37290,AURORA AVE N AND N 103RD N ST,S,37282,1268309.80203155,260240.44153453,N,N,N,Urban Village Main,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,0,ART,N,132.094608906574
20818,9139,68,05411,0570,054110570,BEACON WR AVE S BETWEEN S ORCAS ST AND S JUNEAU ST,BEACON AVE S,BEACON WR AVE S,S ORCAS ST,S JUNEAU ST,2,Minor Arterial, ,INSVC,5700,25,S,Y,S,F,361,22,PCC,2017/10/26 00:00:00+00,,,BEACON WR AVE S AND S ORCAS ST,S,33267,BEACON WR AVE S AND S JUNEAU ST,N,33269,1277774.19666524,204283.65235724,N,N,N,Urban Center Connector,,84,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,360.607830081267
20819,9173,68,05411,0900,054110900,BEACON WR AVE S BETWEEN 38TH AVE S AND 39TH N AVE S,BEACON AVE S,BEACON WR AVE S,38TH AVE S,39TH N AVE S,3,Collector Arterial, ,INSVC,9000,25,SE,Y,SE,F,296,22,AC/PCC,2017/10/26 00:00:00+00,,,38TH AVE S AND BEACON WR AVE S,SE,35365,39TH AVE S AND BEACON WR N AVE S,NW,269632,1281899.52799746,193853.89029856,N,N,N,Neighborhood Corridor,,29,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,295.551629764655
20821,9317,68,05565,0130,055650130,BOREN AVE BETWEEN UNIVERSITY ST AND UNION ST,BOREN AVE,BOREN AVE,UNIVERSITY ST,UNION ST,1,Principal Arterial, ,INSVC,1300,25,NW,N, , ,426,48,AC/PCC,2017/10/10 00:00:00+00,,,BOREN AVE AND UNIVERSITY ST,NW,29898,BOREN AVE AND UNION ST,SE,29891,1271877.70910721,226808.03446031,N,N,Y,Urban Village Main,,57,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,8,ART,N,425.979726849929
20822,9393,68,05625,0250,056250250,BOYLSTON AVE E BETWEEN E LOUISA ST AND E ROANOKE ST,BOYLSTON AVE E,BOYLSTON AVE E,E LOUISA ST,E ROANOKE ST,2,Minor Arterial, ,INSVC,2500,25,N,N, , ,423,34,AC/PCC,2017/10/07 00:00:00+00,,,BOYLSTON AVE E AND E LOUISA ST,N,28209,BOYLSTON AVE E AND E ROANOKE ST,S,28208,1273103.61688446,237959.89616773,Y,N,N,Urban Village Neighborhood,,31,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,423.179314643377
20824,9546,68,05790,0360,057900360,CALIFORNIA AVE SW BETWEEN SW SPOKANE ST AND SW MANNING ST,CALIFORNIA AVE SW,CALIFORNIA AVE SW,SW SPOKANE ST,SW MANNING ST,2,Minor Arterial, ,INSVC,3600,25,S,N, , ,276,48,AC/PCC,2017/10/23 00:00:00+00,,,CALIFORNIA AVE SW AND SW SPOKANE ST,S,31840,CALIFORNIA AVE SW AND SW MANNING ST,N,31841,1256977.78057994,212386.36711754,N,N,N,Urban Center Connector,,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,275.824746932823
20831,9968,68,06320,0540,063200540,DELRIDGE WAY SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,DELRIDGE WAY SW,DELRIDGE WAY SW,SW BRANDON ST,SW FINDLAY ST,1,Principal Arterial, ,INSVC,5400,25,S,N, , ,658,54,PCC,2017/10/22 00:00:00+00,AC,2013/07/25 00:00:00+00,DELRIDGE WAY SW AND SW BRANDON ST,S,32953,DELRIDGE WAY SW AND SW FINDLAY ST,N,32958,1262712.73104982,205405.94995838,N,N,Y,Urban Center Connector,,65,46,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,1,ART,N,658.059957351155
20833,10074,68,06390,0040,063900040,DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,DEXTER AVE N,DEXTER AVE N,HARRISON ST,REPUBLICAN ST,2,Minor Arterial, ,INSVC,400,25,N,N, , ,426,74,PCC,2017/10/04 00:00:00+00,AC/PCC,2017/10/04 00:00:00+00,DEXTER AVE N AND HARRISON ST,N,28783,DEXTER AVE N AND REPUBLICAN ST,S,28775,1268300.29342353,230768.47529636,Y,N,N,Urban Village Neighborhood,,72,65,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,426.055240305217
20837,10401,68,06770,0653,067700653,FAUNTLEROY WAY SW BETWEEN 44TH AVE SW AND FAUNTLEROY WR N WAY SW,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,44TH AVE SW,FAUNTLEROY WR N WAY SW,2,Minor Arterial, ,INSVC,6500,25,W,N, , ,115,55,AC/PCC,2017/10/23 00:00:00+00,,,44TH AVE SW AND FAUNTLEROY WAY SW,W,33853,FAUNTLEROY WAY SW AND FAUNTLEROY WR N WAY SW,E,274461,1256245.34979519,202530.03494744,Y,N,N,Urban Village Neighborhood,Y,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,3,ART,N,115.398139195862
20838,10470,68,06850,0310,068500310,FRANKLIN AVE E BETWEEN E ALLISON ST AND E MARTIN ST,FRANKLIN AVE E,FRANKLIN AVE E,E ALLISON ST,E MARTIN ST,0,Not Designated, ,INSVC,3100,20,NE,N, , ,446,25,AC,2014/08/14 00:00:00+00,,,HARVARD AVE E AND E ALLISON ST,NE,27162,FRANKLIN AVE E AND E MARTIN ST,SW,27158,1273590.94213295,240373.4345382,N,N,N,Neighborhood Yield Street,,6,0,4,LOCAL TRANSIT ROUTE,DISTRICT3, ,N,0,NON-ART,N,446.131706640914
20840,10568,68,06890,0370,068900370,FREMONT WAY N BETWEEN AURORA AVE N AND FREMONT TURN RD,FREMONT WAY N,FREMONT WAY N,AURORA AVE N,FREMONT TURN RD,2,Minor Arterial,WSDOT,INSVC,3700,30,NW,Y,SE,T,337,34,PCC,2013/07/25 00:00:00+00,,,AURORA AVE N AND BRIDGE WAY N,NW,27030,FREMONT WAY N AND FREMONT TURN RD,SE,27052,1267224.94295843,241420.29412326,N,N,N,Urban Village Neighborhood,,85,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,336.916725185963
20843,10758,68,07105,0970,071050970,GREENWOOD AVE N BETWEEN N 97TH ST AND N GREENWOOD CIR,GREENWOOD AVE N,GREENWOOD AVE N,N 97TH ST,N GREENWOOD CIR,2,Minor Arterial, ,INSVC,9700,25,N,N, , ,99,44,AC/PCC,2017/09/23 00:00:00+00,,,GREENWOOD AVE N AND N 97TH ST,N,37408,GREENWOOD AVE N AND N GREENWOOD CIR,S,37421,1265644.59434882,259013.80793329,N,N,N,Urban Center Connector,,31,0,2,MAJOR TRANSIT ROUTE,DISTRICT5,DISTRICT6,N,0,ART,N,193.827337860468
20846,10937,68,07360,0900,073600900,HOLMAN RD NW BETWEEN NW 90TH ST AND MARY AVE NW,HOLMAN RD NW,HOLMAN RD NW,NW 90TH ST,MARY AVE NW,1,Principal Arterial, ,INSVC,9000,30,NE,N, , ,207,56,AC/PCC,2017/09/24 00:00:00+00,,,HOLMAN RD NW AND NW 90TH ST,NE,37247,HOLMAN RD NW AND MARY AVE NW,SW,37249,1260609.50909567,257134.07282735,N,N,Y,Urban Village Main,Y,81,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,206.509657301027
20848,11067,68,07890,0110,078900110,JEFFERSON ST BETWEEN BOREN AVE AND BROADWAY,JEFFERSON ST,JEFFERSON ST,BOREN AVE,BROADWAY,3,Collector Arterial, ,INSVC,1100,25,NE,N, , ,322,29,AC/PCC,2017/10/10 00:00:00+00,,,BOREN AVE AND JEFFERSON ST,NE,29817,BROADWAY AND JEFFERSON ST,SW,29812,1273373.75058073,224595.69538604,N,N,N,Urban Village Neighborhood,,31,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,321.6385259701
20850,11159,68,08015,0950,080150950,LAKE CITY WAY NE BETWEEN NE 95TH ST AND NE 98TH ST,LAKE CITY WAY NE,LAKE CITY WAY NE,NE 95TH ST,NE 98TH ST,1,Principal Arterial,WSDOT,INSVC,9500,35,NE,N, , ,1121,64,,,,,LAKE CITY WAY NE AND NE 95TH ST,NE,37733,LAKE CITY WAY NE AND NE 98TH ST,SW,37713,1278181.22156166,258414.87423667,N,N,N,Urban Center Connector,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,1120.63297070391
20852,11270,68,08080,0149,080800149,LAKESIDE AVE S BETWEEN S DAY ST AND S ATLANTIC ST,LAKESIDE AVE S,LAKESIDE AVE S,S DAY ST,S ATLANTIC ST,3,Collector Arterial, ,INSVC,1400,25,S,N, , ,387,32,PCC,2017/10/09 00:00:00+00,,,LAKESIDE AVE S AND S DAY ST,S,30848,LAKESIDE AVE S AND S ATLANTIC ST,N,30829,1281921.01062149,218346.58504364,Y,N,N,Neighborhood Corridor,,75,0,3,MINOR TRANSIT ROUTE,DISTRICT3,DISTRICT2,N,1,ART,N,387.420068431015
20853,11306,68,08115,0590,081150590,LATONA AVE NE BETWEEN NE 59TH ST AND NE 60TH ST,LATONA AVE NE,LATONA AVE NE,NE 59TH ST,NE 60TH ST,3,Collector Arterial, ,INSVC,5900,25,N,N, , ,260,40,AC/PCC,2017/10/03 00:00:00+00,,,LATONA AVE NE AND NE 59TH ST,N,25838,LATONA AVE NE AND NE 60TH ST,S,25828,1272805.65560415,248654.63493067,Y,N,N,Neighborhood Corridor,,58,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,260.00626070627
20854,11370,68,08195,0040,081950040,LENORA ST BETWEEN 4TH AVE AND 5TH AVE,LENORA ST,LENORA ST,4TH AVE,5TH AVE,2,Minor Arterial, ,INSVC,400,25,NE,Y,SW,T,322,44,AC/PCC,2017/11/03 00:00:00+00,,,4TH AVE AND LENORA ST,NE,29548,5TH AVE AND LENORA ST,SW,29545,1268600.44945584,227670.11382119,N,N,N,Downtown Neighborhood,,72,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,321.977803950102
20856,11501,68,08293,0020,082930020,M L KING JR WAY S BETWEEN S WASHINGTON ST AND S JACKSON ST,M L KING JR WAY S,M L KING JR WAY S,S WASHINGTON ST,S JACKSON ST,2,Minor Arterial, ,INSVC,200,25,S,N, , ,608,36,PCC,2017/10/09 00:00:00+00,,,M L KING JR WAY S AND S WASHINGTON ST,S,30588,M L KING JR WAY S AND S JACKSON ST,N,30602,1279274.93759477,222316.96699971,N,N,N,Urban Village Neighborhood,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,4,ART,N,608.476450511951
20857,11531,68,08303,0400,083030400,M L KING JR WR WAY S BETWEEN S ANDOVER ST AND S LILAC ST,M L KING JR WAY S,M L KING JR WR WAY S,S ANDOVER ST,S LILAC ST,1,Principal Arterial, ,INSVC,4000,25,S,Y,S,F,313,44,PCC,2017/10/26 00:00:00+00,PCC,2017/11/03 00:00:00+00,M L KING JR WR WAY S AND S ANDOVER ST,S,32459,M L KING JR WR WAY S AND S LILAC ST,N,335091,1279103.0911306,210506.35303561,N,N,Y,Urban Village Main,Y,95,81,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,3,ART,N,313.050426608126
20858,11587,68,08300,0060,083000060,MADISON ST BETWEEN 6TH AVE AND 7TH AVE,MADISON ST,MADISON ST,6TH AVE,7TH AVE,1,Principal Arterial, ,INSVC,600,25,NE,N, , ,321,50,AC/PCC,2017/10/09 00:00:00+00,,,6TH AVE AND MADISON ST,NE,29947,7TH AVE AND MADISON ST,SW,29935,1271206.76907451,225096.37026656,N,N,Y,Urban Village Main,,62,0,3,MINOR TRANSIT ROUTE,DISTRICT7,DISTRICT3,N,6,ART,N,321.052532790764
20859,11623,68,08320,0360,083200360,MAGNOLIA BLVD W BETWEEN W RUFFNER S ST AND W RUFFNER N ST,MAGNOLIA BLVD W,MAGNOLIA BLVD W,W RUFFNER S ST,W RUFFNER N ST,3,Collector Arterial, ,INSVC,3600,25,N,N, , ,528,22,PCC,2017/10/30 00:00:00+00,,,MAGNOLIA BLVD W AND W RUFFNER S ST,N,26417,MAGNOLIA BLVD W AND W RUFFNER N ST,S,26408,1251325.60835016,242009.83050787,Y,N,N,Neighborhood Corridor,,78,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,Y,528.009264570646
20870,12230,68,09165,1140,091651140,PINEHURST WAY NE BETWEEN NE 114TH N ST AND NE 115TH ST,PINEHURST WAY NE,PINEHURST WAY NE,NE 114TH N ST,NE 115TH ST,1,Principal Arterial, ,INSVC,11400,25,NE,N, , ,406,45,AC/PCC,2017/09/24 00:00:00+00,,,PINEHURST WAY NE AND NE 114TH N ST,NE,36477,PINEHURST WAY NE AND NE 115TH ST,SW,36476,1275486.1432229,263155.92819352,Y,N,Y,Urban Center Connector,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,406.146263283145
20872,12418,68,09345,0840,093450840,RAINIER AVE S BETWEEN S THISTLE ST AND S CLOVERDALE ST,RAINIER AVE S,RAINIER AVE S,S THISTLE ST,S CLOVERDALE ST,1,Principal Arterial, ,INSVC,8400,25,S,N, , ,636,52,AC/PCC,2017/10/11 00:00:00+00,,,RAINIER AVE S AND S THISTLE ST,S,35417,RAINIER AVE S AND S CLOVERDALE ST,N,35427,1285496.13657714,195562.67084432,N,N,Y,Urban Village Main,,76,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,636.426074415846
20873,12469,68,09380,0804,093800804,RAVENNA AVE NE BETWEEN 25TH S AVE NE AND NE 82ND ST,RAVENNA AVE NE,RAVENNA AVE NE,25TH S AVE NE,NE 82ND ST,1,Principal Arterial, ,INSVC,8000,25,N,N, , ,302,52,PCC,2017/09/24 00:00:00+00,,,25TH AVE NE AND RAVENNA S AVE NE,N,24625,RAVENNA AVE NE AND NE 82ND ST,S,24624,1278788.02252227,254445.25823261,Y,N,Y,Urban Center Connector,,85,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,301.979032440414
20874,12524,68,09425,0880,094250880,RENTON AVE S BETWEEN S TRENTON ST AND S HENDERSON ST,RENTON AVE S,RENTON AVE S,S TRENTON ST,S HENDERSON ST,2,Minor Arterial, ,INSVC,8800,25,S,N, , ,347,42,AC/PCC,2017/10/24 00:00:00+00,,,RENTON AVE S AND S TRENTON ST,S,35264,RENTON AVE S AND S HENDERSON ST,N,35274,1283860.62118347,194403.05580312,N,N,N,Urban Village Neighborhood,,94,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,346.66950702842
20875,12599,68,09485,0450,094850450,ROOSEVELT WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,NE 45TH ST,NE 47TH ST,1,Principal Arterial, ,INSVC,4500,25,N,Y,S,T,670,40,AC/PCC,2017/10/27 00:00:00+00,,,ROOSEVELT WAY NE AND NE 45TH ST,N,27066,ROOSEVELT WAY NE AND NE 47TH ST,S,25800,1274721.83851811,245079.12964702,Y,N,Y,Urban Village Main,,94,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,670.091428764624
20876,12635,68,09485,0850,094850850,ROOSEVELT WAY NE BETWEEN NE 85TH ST AND NE 86TH ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,NE 85TH ST,NE 86TH ST,1,Principal Arterial, ,INSVC,8500,25,N,N, , ,332,40,PCC,2017/09/24 00:00:00+00,,,ROOSEVELT WAY NE AND NE 85TH ST,N,37552,ROOSEVELT WAY NE AND NE 86TH ST,S,37547,1274883.00703028,255516.56338571,Y,N,Y,Urban Center Connector,,90,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,332.16635093974
20878,12727,68,09555,0770,095550770,SAND POINT WAY NE BETWEEN NE 77TH ST AND NOAA DR,SAND POINT WAY NE,SAND POINT WAY NE,NE 77TH ST,NOAA DR,2,Minor Arterial, ,INSVC,7700,25,N,N, , ,506,35,AC/PCC,2017/09/26 00:00:00+00,,,SAND POINT WAY NE AND NE 77TH ST,N,24985,NOAA DR AND SAND POINT WAY NE,S,24993,1287869.97741158,253301.82917544,N,N,N,Urban Center Connector,,77,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,505.862506159086
20879,12790,68,09630,0530,096300530,SEWARD PARK AVE S BETWEEN 55TH N AVE S AND S BRANDON ST,SEWARD PARK AVE S,SEWARD PARK AVE S,55TH N AVE S,S BRANDON ST,3,Collector Arterial, ,INSVC,5300,25,SE,N, , ,398,36,AC/PCC,2017/10/24 00:00:00+00,PCC,2017/10/24 00:00:00+00,55TH AVE S AND SEWARD PARK N AVE S,SE,33679,SEWARD PARK AVE S AND S BRANDON ST,NW,33697,1287095.54297878,205304.44039029,Y,N,N,Neighborhood Corridor,,58,74,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,7,ART,N,398.424063474544
20885,13129,68,10050,0470,100500470,THACKERAY PL NE BETWEEN NE 47TH ST AND NE 50TH ST,THACKERAY PL NE,THACKERAY PL NE,NE 47TH ST,NE 50TH ST,3,Collector Arterial, ,INSVC,4700,25,N,Y,S,T,665,25,AC/PCC,2017/10/27 00:00:00+00,,,THACKERAY PL NE AND NE 47TH ST,N,25883,THACKERAY PL NE AND NE 50TH ST,S,25869,1272594.55992393,245803.44990376,Y,N,N,Neighborhood Corridor,,66,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,664.682196670228
20887,13218,68,10120,0403,101200403,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,UNIVERSITY WAY NE,UNIVERSITY WAY NE,NE CAMPUS WB PY,NE 41ST ST,3,Collector Arterial, ,INSVC,4000,25,N,N, , ,226,42,PCC,2017/10/03 00:00:00+00,,,UNIVERSITY WAY NE AND NE CAMPUS WB PY,N,27143,UNIVERSITY WAY NE AND NE 41ST ST,S,27105,1275715.95499913,242986.87863687,N,N,N,Urban Village Neighborhood,,44,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,225.760304732888
20888,13268,68,10160,0115,101600115,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,VALLEY ST,VALLEY ST,FAIRVIEW AVE N,MINOR AVE N,0,Not Designated, ,INSVC,1100,20,E,N, , ,438,44,AC,,,,FAIRVIEW AVE N AND VALLEY UPPER ST,E,28747,MINOR AVE N AND VALLEY ST,W,29100,1270520.74852981,231932.41296156,N,N,N,Urban Village Neighborhood Access,,0,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,3,NON-ART,N,438.309839687511
20889,13333,68,10258,0290,102580290,WEST SEATTLE BR EB BETWEEN POINT A AND FAUNTLEROY WAY SW,WEST SEATTLE BR EB,WEST SEATTLE BR EB,POINT A,FAUNTLEROY WAY SW,1,Principal Arterial, ,INSVC,0,40,SW,Y,NE,T,2373,0,,,,,WEST SEATTLE BR EB AND POINT A,SW,32101,FAUNTLEROY WAY SW AND WEST SEATTLE BR EB,NE,31898,1260267.65923931,210891.53198001,N,N,Y,,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,2373.31833615562
20892,13502,68,10420,0130,104200130,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,WESTERN AVE,WESTERN AVE,UNIVERSITY ST,UNION ST,2,Minor Arterial, ,INSVC,1300,25,NW,N, , ,426,46,AC/PCC,2017/10/10 00:00:00+00,,,UNIVERSITY ST AND WESTERN AVE,NW,29609,UNION ST AND WESTERN AVE,SE,29606,1268829.95915207,225003.69225046,Y,N,N,Downtown Neighborhood,,19,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,426.15133522173
20893,13539,68,10440,0090,104400090,WESTLAKE AVE N BETWEEN ALOHA N ST AND WESTLAKE EAST RDWY AVE N,WESTLAKE AVE N,WESTLAKE AVE N,ALOHA N ST,WESTLAKE EAST RDWY AVE N,1,Principal Arterial, ,INSVC,900,25,NW,N, , ,104,66,PCC,2017/10/04 00:00:00+00,PCC,2010/08/01 00:00:00+00,WESTLAKE AVE N AND ALOHA ST,NW,28734,WESTLAKE EAST RDWY AVE N AND WESTLAKE AVE N,SE,334587,1268990.97726424,232449.94595408,N,N,Y,Urban Village Main,Y,92,95,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,104.060580459868
20896,13705,68,10615,0680,106150680,WOODLAWN AVE NE BETWEEN 1ST S AVE NE AND 2ND S AVE NE,WOODLAWN AVE NE,WOODLAWN AVE NE,1ST S AVE NE,2ND S AVE NE,3,Collector Arterial, ,INSVC,6800,25,E,N, , ,277,26,PCC,2017/10/03 00:00:00+00,,,1ST AVE NE AND WOODLAWN S AVE NE,E,24589,2ND AVE NE AND WOODLAWN S AVE NE,W,24595,1272283.61726761,250717.70168479,N,N,N,Urban Village Neighborhood,,72,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,3,ART,N,277.490047962916
20906,14225,68,11190,0170,111900170,E JEFFERSON ST BETWEEN 17TH AVE AND 18TH AVE,E JEFFERSON ST,E JEFFERSON ST,17TH AVE,18TH AVE,3,Collector Arterial, ,INSVC,1700,25,E,N, , ,322,42,AC/PCC,2017/10/10 00:00:00+00,,,17TH AVE AND E JEFFERSON ST,E,30193,18TH AVE AND E JEFFERSON ST,W,30192,1276265.12581569,224606.26332206,N,N,N,Neighborhood Corridor,,62,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,322.480463448943
20907,14279,68,11225,0452,112250452,EAST LAUREL DR NE BETWEEN 54TH AVE NE AND WEST LAUREL DR NE,EAST LAUREL DR NE,EAST LAUREL DR NE,54TH AVE NE,WEST LAUREL DR NE,0,Not Designated, ,INSVC,4500,20,N,N, , ,508,0,PCC,,,,54TH AVE NE AND EAST LAUREL DR NE,N,26180,EAST LAUREL DR NE AND WEST LAUREL DR NE,S,26171,1286489.81248216,244914.87351885,N,N,N,Neighborhood Yield Street,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,7,NON-ART,N,508.114640721989
20908,14344,68,11275,0140,112750140,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,E MADISON ST,E MADISON ST,14TH AVE,E PIKE ST,1,Principal Arterial, ,INSVC,1400,25,NE,N, , ,153,45,AC/PCC,2017/10/09 00:00:00+00,,,14TH AVE AND E MADISON ST,NE,29751,E MADISON ST AND E PIKE ST,SW,29752,1275244.44664665,227483.24598099,N,N,Y,Urban Village Main,,61,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,8,ART,N,152.797712420411
20916,14862,68,11625,0180,116250180,E THOMAS ST BETWEEN 18TH AVE E AND CORYELL CT E,E THOMAS ST,E THOMAS ST,18TH AVE E,CORYELL CT E,2,Minor Arterial, ,INSVC,1800,25,E,N, , ,210,36,AC/PCC,2017/10/09 00:00:00+00,,,18TH AVE E AND E THOMAS ST,E,29368,CORYELL CT E AND E THOMAS ST,W,29367,1276681.13644011,229821.7303354,N,N,N,Urban Village Neighborhood,,42,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,7,ART,N,209.591380264135
20923,15280,68,11975,0210,119750210,N 145TH ST BETWEEN MERIDIAN AVE N AND BAGLEY AVE N,N 145TH ST,N 145TH ST,MERIDIAN AVE N,BAGLEY AVE N,1,Principal Arterial,WSDOT,INSVC,2100,35,E,N, , ,307,44,AC/PCC,2017/10/26 00:00:00+00,,,MERIDIAN AVE N AND N 145TH ST,E,35910,BAGLEY AVE N AND N 145TH ST,W,35909,1271241.69144255,271387.21088995,N,N,N,Urban Center Connector,,67,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,307.000601776808
20924,15354,68,12015,0080,120150080,N 38TH ST BETWEEN FREMONT WAY N AND FREMONT TURN RD,N 38TH ST,N 38TH ST,FREMONT WAY N,FREMONT TURN RD,2,Minor Arterial, ,INSVC,800,25,E,Y,E,F,249,48,PCC,2017/10/03 00:00:00+00,,,FREMONT WAY N AND N 38TH ST,E,27018,FREMONT TURN RD AND N 38TH ST,W,27053,1267099.8147023,241720.75997958,N,N,N,,,84,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,5,ART,N,248.930346870188
20925,15418,68,12060,0150,120600150,N 40TH ST BETWEEN ASHWORTH AVE N AND WOODLAWN AVE N,N 40TH ST,N 40TH ST,ASHWORTH AVE N,WOODLAWN AVE N,2,Minor Arterial, ,INSVC,1500,25,E,N, , ,306,41,AC/PCC,2017/10/03 00:00:00+00,PCC,1998/07/01 00:00:00+00,ASHWORTH AVE N AND N 40TH ST,E,26845,WOODLAWN AVE N AND N 40TH ST,W,26844,1269300.68088056,242797.45732468,N,N,N,Urban Village Neighborhood,,59,100,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,306.2237016809
20927,15554,68,12125,0250,121250250,N 45TH ST BETWEEN EASTERN AVE N AND 1ST AVE NE,N 45TH ST,N 45TH ST,EASTERN AVE N,1ST AVE NE,2,Minor Arterial, ,INSVC,2500,25,E,N, , ,175,48,AC/PCC,2018/01/09 00:00:00+00,,,EASTERN AVE N AND N 45TH ST,E,27184,1ST AVE NE AND NE 45TH ST,W,27183,1271965.27601929,244823.97745475,N,N,N,Urban Village Neighborhood,,80,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,7,ART,N,174.614226038431
20944,16686,68,13145,0170,131450170,NE 145TH ST BETWEEN 17TH AVE NE AND 19TH AVE NE,NE 145TH ST,NE 145TH ST,17TH AVE NE,19TH AVE NE,1,Principal Arterial,WSDOT,INSVC,1700,30,E,N, , ,333,44,AC/PCC,2017/10/26 00:00:00+00,,,17TH AVE NE AND NE 145TH ST,E,36077,19TH AVE NE AND NE 145TH ST,W,36076,1277214.15570466,271192.11757776,N,N,N,Urban Center Connector,Y,44,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,332.554755460498
20947,16876,68,13285,0500,132850500,NE 45TH ST BETWEEN 50TH AVE NE AND 51ST W AVE NE,NE 45TH ST,NE 45TH ST,50TH AVE NE,51ST W AVE NE,0,Not Designated, ,INSVC,5000,20,E,N, , ,255,0,PCC,,,,50TH AVE NE AND NE 45TH ST,E,27310,51ST AVE NE AND NE 45TH W ST,W,27308,1285544.22713719,244535.79601446,N,N,N,Neighborhood Yield Street,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,14,NON-ART,N,254.793219605642
